"artist","song","first_name","last_name","user_id","item_in_session","session_id"
"LMFAO / Lil Jon","Shots","Chloe","Cuevas","49","18","630"
"The Suicide Machines","High Anxiety","Chloe","Cuevas","49","19","630"
"Kate Nash","Mariella","Aleena","Kirby","44","59","619"
"The Saturdays","If This Is Love","Chloe","Cuevas","49","20","630"
"Frou Frou","Holding Out For A Hero","Aleena","Kirby","44","60","619"
"Flaw","Get Up Again","Chloe","Cuevas","49","21","630"
"Liz Callaway","Journey To The Past  (LP Version)","Chloe","Cuevas","49","22","630"
"Les MisÃÂ©rables - Original London Cast","Finale","Aleena","Kirby","44","61","619"
"Lady GaGa / Colby O'Donis","Just Dance","Chloe","Cuevas","49","23","630"
"Cozy Powell","Dance With The Devil","Aleena","Kirby","44","62","619"
"Animal Collective","Bluish","Chloe","Cuevas","49","24","630"
"Blink-182","A New Hope","Aleena","Kirby","44","63","619"
"Charisma","Loon Garden","Molly","Taylor","35","0","482"
"Dido","Thank You","Chloe","Cuevas","49","25","630"
"Screamin' Jay Hawkins","The Whammy","Aleena","Kirby","44","64","619"
"Silverchair","All Across The World","Aleena","Kirby","44","65","619"
"Emery","The Ponytail Parades","Chloe","Cuevas","49","26","630"
"Hockey","Song Away","Aleena","Kirby","44","66","619"
"Flight Of The Conchords","Hurt Feelings","Jayden","Duffy","76","1","561"
"Mike Posner","Cooler Than Me","Chloe","Cuevas","49","27","630"
"Juana Molina","Medlong","Aleena","Kirby","44","67","619"
"Nancy Sinatra","So Long_ Babe (2006 Digital Remaster)","Jayden","Duffy","76","2","561"
"Joy Division","I Remember Nothing [2007 Re-mastered Album Version]","Chloe","Cuevas","49","28","630"
"Elvis Presley","Suspicious Minds","Aleena","Kirby","44","68","619"
"Kings Of Leon","Revelry","Chloe","Cuevas","49","30","630"
"Kanye West / Consequence / Cam'Ron","Gone","Aleena","Kirby","44","69","619"
"Johnny Winter","It's My Own Fault","Chloe","Cuevas","49","31","630"
"Greg Brown","I Believe I'll Go Back Home","Aleena","Kirby","44","70","619"
"Wim Mertens","Naviamente","Aleena","Kirby","44","71","619"
"Ra Ra Riot","Can You Tell","Chloe","Cuevas","49","32","630"
"Foo Fighters","What If I Do?","Aleena","Kirby","44","72","619"
"Vanessa Williams","Colors Of The Wind","Aleena","Kirby","44","73","619"
"Gyllene Tider","(Hon Vill Ha) Puls","Aleena","Kirby","44","74","619"
"Ska Cubano","Cumbia En Do Menor","Chloe","Cuevas","49","34","630"
"Train","Marry Me","Aleena","Kirby","44","75","619"
"Camera Obscura","Teenager","Aleena","Kirby","44","76","619"
"Liah","Tudo Que Eu Sempre Quis","Chloe","Cuevas","49","35","630"
"Rise Against","Audience Of One","Aleena","Kirby","44","77","619"
"Rise Against","My Life Inside Your Heart","Aleena","Kirby","44","78","619"
"Sly Fox","Let's Go All The Way (Short Blix Mix)","Aleena","Kirby","44","79","619"
"Heart","Crazy On You","Aleena","Kirby","44","80","619"
"Ugly Kid Joe","Cats In The Cradle","Aleena","Kirby","44","81","619"
"Traveling Wilburys","You Took My Breath Away (2007 Remastered LP Version)","Aleena","Kirby","44","0","637"
"Michael BublÃÂ©","A Foggy Day (In London Town) (Album Version)","Aleena","Kirby","44","1","637"
"S Club 7","Have You Ever","Aleena","Kirby","44","2","637"
"Hevia","Fandangu Los Llobos","Aleena","Kirby","44","3","637"
"Billy Talent","Voices Of Violence (Album Version)","Aleena","Kirby","44","4","637"
"Phoenix","Courtesy Laughs","Aleena","Kirby","44","5","637"
"Kanye West","We Don't Care","Aleena","Kirby","44","6","637"
"Damero feat. Nevis Peak","Gestern_Morgen","Aleena","Kirby","44","7","637"
"Shakira","Que Me Quedes Tu","Aleena","Kirby","44","8","637"
"Big Kuntry King","Da Baddest [Feat. Trey Songz] (Explicit Album Version)","Aleena","Kirby","44","9","637"
"The Killers","Read My Mind","Jayden","Graves","25","32","594"
"Tamia","Officially Missing You (Radio Version)","Jayden","Graves","25","33","594"
"Randy Crawford","Almaz","Jayden","Graves","25","34","594"
"Frumpies","Hello Kitty","Jayden","Graves","25","35","594"
"Julia Fordham","Girlfriend","Jayden","Graves","25","36","594"
"The Black Keys","Unknown Brother","Jayden","Graves","25","37","594"
"Georgia Satellites","Battleship Chains (LP Version)","Jayden","Graves","25","38","594"
"M.I.A.","Paper Planes","Jayden","Graves","25","40","594"
"Phish","Prince Caspian","Jayden","Graves","25","41","594"
"Dislocation Dance","With A Smile On Your Face And A Frown In Your Heart","Maia","Burke","51","0","628"
"The Black Keys","Strange Times","Jayden","Graves","25","42","594"
"John Hiatt","Have A Little Faith In Me","Jayden","Graves","25","43","594"
"Elvis Costello","Watching The Detectives","Jayden","Graves","25","44","594"
"Son House","Death Letter Blues (Live)","Jayden","Graves","25","45","594"
"Cyndi Lauper","She Bop","Jayden","Graves","25","46","594"
"ÃÂtienne Daho","Paris Ailleurs (Live 1992)","Jayden","Graves","25","47","594"
"Dragonforce","Cry of the Brave","Jayden","Graves","25","48","594"
"Rise Against","Savior","Jayden","Graves","25","49","594"
"Emmy The Great","Mia","Noah","Chavez","94","0","530"
"Kings Of Leon","Use Somebody","Jayden","Graves","25","50","594"
"Avenged Sevenfold","Unholy Confessions","Jayden","Graves","25","51","594"
"A.B. Quintanilla III Y Los Kumbia Kings","Te Quiero A Ti","Jayden","Graves","25","52","594"
"Coldplay","Only Superstition","Jayden","Graves","25","53","594"
"B.o.B","Nothin' On You [feat. Bruno Mars] (Album Version)","Jayden","Graves","25","54","594"
"Crystal Castles","Baptism","Jayden","Graves","25","55","594"
"Justin Nozuka","Mr Therapy Man","Jayden","Graves","25","56","594"
"Blackmore's Night","Sister Gypsy","Jayden","Graves","25","57","594"
"Beirut","Fountains And Tramways","Kinsley","Young","85","1","658"
"Beck","End Of The Day","Jayden","Graves","25","58","594"
"Arctic Monkeys","Fake Tales Of San Francisco (Explicit)","Kinsley","Young","85","2","658"
"Van Halen","Ain't Talkin'  'Bout Love (Remastered Version)","Lily","Burns","32","0","727"
"Secret Garden","Atlantia","Jayden","Graves","25","63","594"
"Snow Patrol","Chasing Cars","Kinsley","Young","85","3","658"
"Rihanna","G4L","Lily","Burns","32","3","727"
"Bayside","Duality (Album Version)","Jayden","Graves","25","64","594"
"Todd Barry","Sugar Ray (LP Version)","Kinsley","Young","85","4","658"
"Bayside","Montauk","Jayden","Graves","25","65","594"
"Viki Mosholiou","Milo Gia Ta Pedia Mou (2006 Digital Remaster)","Kinsley","Young","85","5","658"
"Hatebreed","Worlds Apart (Album Version)","Kinsley","Young","85","6","658"
"Sonny Boy Williamson","Don't Start Me Talkin'","Jayden","Graves","25","66","594"
"Shattered Realm","Devil In Disguise","Kinsley","Young","85","7","658"
"Timbaland / Katy Perry","If We Ever Meet Again","Jayden","Graves","25","67","594"
"Sam and Dave","Hold on I'm Coming","Kinsley","Young","85","8","658"
"Sea Wolf","Black Dirt (Album)","Kinsley","Young","85","9","658"
"Apocalyptica featuring Corey Taylor","I'm Not Jesus","Jayden","Graves","25","68","594"
"Bomfunk MC's","Rocking_ Just To Make Ya Move","Kinsley","Young","85","10","658"
"Jets To Brazil","Rocket Boy","Jayden","Graves","25","69","594"
"Tavares","Heaven Must Be Missing An Angel","Kinsley","Young","85","11","658"
"Maria BethÃÂ¢nia","Samba De Roda/Marinheiro SÃÂ³ (Medley) (Live)","Jayden","Graves","25","74","594"
"Justin Bieber","Somebody To Love","Kinsley","Young","85","12","658"
"Van Halen","Feels So Good (Remastered Single Version)","Kinsley","Young","85","13","658"
"Julieta Venegas A Dueto Con Dante","Primer Dia","Jayden","Graves","25","75","594"
"Apocalyptica","Coma","Jayden","Graves","25","76","594"
"The Wreckers","Stand Still_ Look Pretty [Live]","Kinsley","Young","85","14","658"
"Prince & The Revolution","Kiss (LP Version)","Kinsley","Young","85","15","658"
"Third Eye Blind","God Of Wine (2006 Remastered LP Version)","Jayden","Graves","25","77","594"
"Dr. Dre / Eminem","Forgot About Dre","Kinsley","Young","85","16","658"
"Symphony X","Evolution (the Grand Design)","Kinsley","Young","85","17","658"
"Streetlight Manifesto","Keasbey Nights (LP Version)","Jayden","Graves","25","78","594"
"Amos Lee","Soul Suckers","Kinsley","Young","85","18","658"
"The Gabe Dixon Band","Disappear","Kinsley","Young","85","19","658"
"Mogwai","Thank You Space Expert","Kinsley","Young","85","20","658"
"Mystery Jets","You Can't Fool Me Dennis (Album version)","Kinsley","Young","85","21","658"
"Mates of State","Parachutes (Funeral Song) (LP Version)","Kinsley","Young","85","22","658"
"R.E.M.","Can't Get There From Here","Kinsley","Young","85","23","658"
"Taylor Swift","The Best Day","Kinsley","Young","85","24","658"
"Blockhead","Carnivores Unite","Aiden","Hess","86","0","710"
"MC Hammer","U Can't Touch This","Aiden","Hess","86","1","710"
"Sally Shapiro","Miracle (Extended Mix)","Aiden","Hess","86","2","710"
"Holy Fuck","P.I.G.S.","Lily","Koch","15","2","716"
"Angus & Julia Stone","Soldier","Lily","Koch","15","3","716"
"Los Fabulosos Cadillacs","Siguiendo La Luna","Lily","Koch","15","4","716"
"A Sunny Day In Glasgow","Lights","Lily","Koch","15","5","716"
"Mariah Carey Featuring Cameo","Loverboy","Lily","Koch","15","6","716"
"Tego Calderon","Metele Sazon","Lily","Koch","15","7","716"
"Bloodhound Gang","Foxtrot Uniform Charlie Kilo","Lily","Koch","15","8","716"
"Kings Of Leon","The Runner","Lily","Koch","15","10","716"
"Iron Maiden","Run To The Hills (1998 Digital Remaster)","Lily","Koch","15","11","716"
"CafÃÂ© Tacvba","MarÃÂ­a","Lily","Koch","15","12","716"
"Blink-182","All Of This","Lily","Koch","15","13","716"
"Band Of Horses","The Funeral (Album Version)","Lily","Koch","15","14","716"
"Primus","De Anza Jig","Lily","Koch","15","15","716"
"Tom McRae","Walking 2 Hawaii","Lily","Koch","15","16","716"
"ALO (Animal Liberation Orchestra)","Spectrum","Lily","Koch","15","17","716"
"Yelle","Je Veux Te Voir (Radio Edit)","Lily","Koch","15","18","716"
"Kings Of Leon","Revelry","Lily","Koch","15","19","716"
"Foo Fighters","Everlong","Lily","Koch","15","20","716"
"Kanye West","Stronger","Lily","Koch","15","21","716"
"Annie Lennox","Wonderful","Lily","Koch","15","22","716"
"Madeleine Peyroux","Instead","Lily","Koch","15","23","716"
"Miley Cyrus","The Climb","Lily","Koch","15","24","716"
"Coldplay","Yellow","Lily","Koch","15","25","716"
"Jag Panzer","Reign Of The Tyrants","Lily","Koch","15","26","716"
"The Notorious B.I.G.","Gimme The Loot (Album Version)","Lily","Koch","15","27","716"
"Emiliana Torrini","Ha Ha (KCRW.com Presents)","Lily","Koch","15","28","716"
"Streetlight Manifesto","Punk Rock Girl","Lily","Koch","15","29","716"
"Dropkick Murphys","The Auld Triangle (Album Version)","Lily","Koch","15","30","716"
"Carlo Siliotto","Kazakhstan 1710","Cierra","Finley","96","1","473"
"The Raconteurs","Top Yourself","Lily","Koch","15","31","716"
"The Academy Is...","We've Got A Big Mess On Our Hands (Album Edit)","Cierra","Finley","96","2","473"
"Justin Bieber","Stuck In The Moment","Cecilia","Owens","6","1","735"
"Spiritual Beggars","Nowhere To Go","Lily","Koch","15","32","716"
"Bon Iver","Skinny Love","Lily","Koch","15","33","716"
"The Living End","Prisoner Of Society (Album Version)","Lily","Koch","15","34","716"
"Moby","Lift Me Up","Lily","Koch","15","35","716"
"Florence + The Machine","Cosmic Love","Lily","Koch","15","36","716"
"Miami Horror","Sometimes (Hook N Sling Remix)","Lily","Koch","15","37","716"
"Nacho Chapado feat. Stephen Massa","B Somebody","Lily","Koch","15","38","716"
"Kate Nash","Pumpkin Soup","Lily","Koch","15","39","716"
"Benny Neyman","Waarom Fluister Ik Je Naam Nog","Lily","Koch","15","40","716"
"Boyzone","All That I Need","Lily","Koch","15","41","716"
"Philip Glass","Chinese Invade","Lily","Koch","15","42","716"
"The Pussycat Dolls","Buttons","Lily","Koch","15","43","716"
"Madonna","Beautiful Stranger","Lily","Koch","15","44","716"
"Asking Alexandria","Hey There Mr. Brooks (feat. Feat. Shawn Mike of Alesana)","Lily","Koch","15","45","716"
"Pavement","Mercy:The Laundromat","Lily","Koch","15","46","716"
"Jack Johnson","Bubble Toes","Lily","Koch","15","47","716"
"Train","Calling All Angels","Lily","Koch","15","48","716"
"Cam'Ron / Juelz Santana","Oh Boy","Lily","Koch","15","49","716"
"Sugar Ray","When It's Over (Remastered Album Version)","Lily","Koch","15","50","716"
"BeyoncÃÂ©","Broken-Hearted Girl","Lily","Koch","15","51","716"
"Faith No More","Last Cup Of Sorrow","Lily","Koch","15","52","716"
"Jokeren","Kvinde Din - MÃÂ¸gluder","Lily","Koch","15","53","716"
"Ween","Demon Sweat","Lily","Koch","15","54","716"
"King Diamond","No Presents For Christmas","Lily","Koch","15","55","716"
"Mint Condition","Somethin' (feat. Phonte from Little Brother)","Lily","Koch","15","56","716"
"Delorean","Complexity Reducer","Lily","Koch","15","57","716"
"MylÃÂ¨ne Farmer","Porno Graphique","Lily","Koch","15","58","716"
"Green Day","Horseshoes And Handgrenades (Album Version)","Lily","Koch","15","59","716"
"Disturbed","Sacred Lie (Album Version)","Devin","Larson","60","0","746"
"The New Pornographers","Adventures In Solitude","Lily","Koch","15","60","716"
"Sugarcult","Saying Goodbye","Devin","Larson","60","1","746"
"Plies","Goons Lurkin (Explicit Album Version)","Lily","Koch","15","61","716"
"Daft Punk","Aerodynamic","Devin","Larson","60","2","746"
"Train","Hey_ Soul Sister","Ryan","Smith","26","0","751"
"The Smiths","There Is A Light That Never Goes Out","Emily","Benson","58","0","720"
"New Radicals","You Get What You Give","Harper","Barrett","42","0","747"
"The Features","Exhibit A","Emily","Benson","58","1","720"
"Ella Fitzgerald","On Green Dolphin Street (Medley) (1999 Digital Remaster)","Harper","Barrett","42","1","747"
"Toro Y Moi","Causers Of This","Emily","Benson","58","2","720"
"DJ Dizzy","Sexy Bitch","Emily","Benson","58","3","720"
"Cartola","Tive Sim","Harper","Barrett","42","2","747"
"The Casualties","Fight For Your Life","Harper","Barrett","42","3","747"
"Panic! At The Disco","I Write Sins Not Tragedies (Album Version)","Harper","Barrett","42","4","747"
"The Wallflowers","Hollywood","Harper","Barrett","42","5","747"
"Rick James","Mary Jane","Harper","Barrett","42","6","747"
"RÃÂ¶yksopp","What Else Is There?","Harper","Barrett","42","7","747"
"Lamb","Gabriel","Harper","Barrett","42","8","747"
"Joe Nichols","Talk Me Out Of Tampa","Harper","Barrett","42","9","747"
"Samy Deluxe","Pdsa","Kaleb","Cook","54","0","743"
"Sepultura","Refuse/Resist (Explicit Album Version)","Harper","Barrett","42","10","747"
"Ozzy Osbourne","Secret Loser","Kaleb","Cook","54","1","743"
"VCR","On Its Way Out","Brayden","Clark","41","0","736"
"P!nk","Glitter In The Air","Stefany","White","83","0","697"
"DAVE MATTHEWS BAND","Time Bomb","Stefany","White","83","1","697"
"Summer Cats","Wild Rice","Stefany","White","83","2","697"
"Liquid Spill","Words- Till the mornin' comes Mix","Aleena","Kirby","44","1","639"
"Ressurrection Band","First Degree Apathy","Aleena","Kirby","44","2","639"
"Meat Loaf","Because Of You","Aleena","Kirby","44","3","639"
"Josh Rouse","My Love Has Gone","Aleena","Kirby","44","4","639"
"Maddy Prior & Tim Hart","Cannily Cannily","Aleena","Kirby","44","5","639"
"Bunbury","Demasiado Tarde (Ahorita Mismo)","Aleena","Kirby","44","6","639"
"Jason Mraz","Live High (Album Version)","Aleena","Kirby","44","7","639"
"The dB's","Black And White","Aleena","Kirby","44","8","639"
"Camera Obscura","The Sun On His Back","Aleena","Kirby","44","9","639"
"Juanes","Para Tu Amor","Aleena","Kirby","44","10","639"
"ATB","Marrakech","Aleena","Kirby","44","11","639"
"Cracker","I'm A Little Rocket Ship","Aleena","Kirby","44","12","639"
"Blue Man Group","The Complex","Aleena","Kirby","44","13","639"
"At Vance","Heart Of Steel","Aleena","Kirby","44","14","639"
"Wim Mertens","Houfnice","Aleena","Kirby","44","15","639"
"Beirut","The Penalty","Aleena","Kirby","44","16","639"
"Jonathan Edwards","Longest Ride (LP Version )","Aleena","Kirby","44","17","639"
"Shout Out Louds","There's Nothing","Aleena","Kirby","44","18","639"
"John Mayer","War Of My Life","Kaylee","Summers","8","1","705"
"Los Campesinos!","(PLAN A)","Aleena","Kirby","44","19","639"
"Scissor Sisters","Take Your Mama","Aleena","Kirby","44","20","639"
"Kid Cudi Vs Crookers","Day 'N' Nite","Aleena","Kirby","44","21","639"
"Ana Torroja","Un AÃÂ±o Mas","Aleena","Kirby","44","22","639"
"John Mayer","Half Of My Heart","Aleena","Kirby","44","24","639"
"Lyle Mays","This Moment (Album Version)","Kinsley","Young","85","0","759"
"Beenie Man","Girls Dem Sugar","Aleena","Kirby","44","25","639"
"The-Dream / Fabolous","Shawty Is Da Sh*!","Kinsley","Young","85","1","759"
"Soul II Soul","How Long","Aleena","Kirby","44","26","639"
"Arcade Fire","I'm Sleeping In A Submarine","Kinsley","Young","85","2","759"
"Kansas","Hold On","Aleena","Kirby","44","27","639"
"Snow Patrol","Set Down Your Glass","Kinsley","Young","85","3","759"
"Taylor Swift","Forever & Always","Aleena","Kirby","44","28","639"
"Kylie Minogue","Come Into My World","Kinsley","Young","85","4","759"
"Paulina Rubio","Un Dia Gris","Aleena","Kirby","44","29","639"
"Andrew Bird","Fiery Crash","Kinsley","Young","85","5","759"
"The Rapture","Open Up Your Heart","Aleena","Kirby","44","30","639"
"Horkyze Slyze","Fakty","Kinsley","Young","85","6","759"
"The Killers","When You Were Young","Aleena","Kirby","44","31","639"
"Jason Mraz","Live High (Album Version)","Kinsley","Young","85","7","759"
"Lady GaGa","Paper Gangsta","Aleena","Kirby","44","32","639"
"Hans Zimmer_ James Newton Howard","Nycteris","Kinsley","Young","85","8","759"
"Soltero","Step Through The Door","Aleena","Kirby","44","33","639"
"Blur","Country House","Aleena","Kirby","44","34","639"
"Carlton Livingston_ Shabba Ranks","Rumours","Aleena","Kirby","44","35","639"
"Finger Eleven","Paralyzer","Aleena","Kirby","44","36","639"
"Elbee Bad","Dream On! New Age Of Faith / Smokebelch","Aleena","Kirby","44","37","639"
"Boney James","Seduction (Album Version)","Molly","Taylor","35","0","740"
"Sauce Money Featuring Memphis Bleek","What We Do (Explicit) (Feat. Memphis Bleek)","Aleena","Kirby","44","38","639"
"Toy Matinee","Things She Said","Aleena","Kirby","44","39","639"
"Markus KrunegÃÂ¥rd","Jag ÃÂ¤r en vampyr","Aleena","Kirby","44","40","639"
"The Mountain Goats","Heretic Pride","Aleena","Kirby","44","41","639"
"Modest Mouse","Float On","Sienna","Colon","81","0","386"
"Emiliana Torrini","Sunny Road","Aleena","Kirby","44","42","639"
"Habib KoitÃÂ©","Baro","Sienna","Colon","81","1","386"
"Lonnie Gordon","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","Adler","Barrera","100","1","595"
"Busdriver","The Troglodyte Wins","Aleena","Kirby","44","43","639"
"SOJA","Rasta Courage","Sienna","Colon","81","2","386"
"Mike And The Mechanics","A Beggar On A Beach Of Gold","Aleena","Kirby","44","44","639"
"Evanescence","Lithium","Aleena","Kirby","44","45","639"
"Justin Bieber","One Less Lonely Girl","Aleena","Kirby","44","46","639"
"Brandon Heath","Give Me Your Eyes","Aleena","Kirby","44","47","639"
"Samael","Under One Flag","Lily","Burns","32","0","756"
"Steve Bug","Smackman","Aleena","Kirby","44","51","639"
"Guns N' Roses","Down On The Farm","Aleena","Kirby","44","52","639"
"New Boyz","Tie Me Down [feat. Ray J] (Amended Album Version)","Aleena","Kirby","44","53","639"
"Train","Hey_ Soul Sister","Aleena","Kirby","44","54","639"
"Randy Crawford","Almaz","Aleena","Kirby","44","55","639"
"Cro-Mags","Eyes Of Tomorrow","Jacob","Rogers","18","0","459"
"Animal Collective","In The Flowers","Ryan","Smith","26","0","767"
"Marisa Monte","O Xote Das Meninas/Asa Branca/Hino A Sao Jose","Chloe","Cuevas","49","2","758"
"Hollywood Undead","Everywhere I Go","Chloe","Cuevas","49","3","758"
"JosÃÂ© GonzÃÂ¡lez","Crosses","Chloe","Cuevas","49","4","758"
"Tom Petty And The Heartbreakers","Learning To Fly","Chloe","Cuevas","49","5","758"
"Sara Bareilles","Gravity","Chloe","Cuevas","49","6","758"
"Asian Dub Foundation","Rise To The Challenge","Chloe","Cuevas","49","7","758"
"Cast Of Camp Rock","We Rock","Ayla","Johnson","63","0","729"
"The Killers","All The Pretty Faces","Chloe","Cuevas","49","8","758"
"Yung Berg feat. Young Jeezy & Ludacris","285 (feat. Young Jeezy & Ludacris)","Ayla","Johnson","63","1","729"
"Sin Bandera","Si Me Besas","Ayla","Johnson","63","2","729"
"Black Eyed Peas","Let's Get It Started","Chloe","Cuevas","49","9","758"
"OneRepublic","Apologize","Ayla","Johnson","63","3","729"
"Charlie Louvin","I Think I'll Live","Chloe","Cuevas","49","10","758"
"Ill Nino","Unframed (Album Version)","Chloe","Cuevas","49","11","758"
"Coldplay","Fix You","Chloe","Cuevas","49","12","758"
"Kansas","Carry On Wayward Son","Chloe","Cuevas","49","13","758"
"Kurtis Blow","The Breaks","Colm","Santana","67","0","722"
"Chromeo","Momma's Boy","Sylvie","Cruz","10","0","717"
"Beach House","Walk In The Park","Chloe","Cuevas","49","14","758"
"BeyoncÃÂ©","Ego","Chloe","Cuevas","49","15","758"
"Kid Cudi / MGMT / Ratatat","Pursuit Of Happiness (nightmare)","Chloe","Cuevas","49","16","758"
"Erin McKeown","Daisy And Prudence","Chloe","Cuevas","49","17","758"
"Andres Calamaro","Los Aviones","Chloe","Cuevas","49","18","758"
"Akon","Freedom","Chloe","Cuevas","49","19","758"
"Los Bunkers","Ven AquÃÂ­","Chloe","Cuevas","49","20","758"
"Steely Dan","Reelin' In The Years","Chloe","Cuevas","49","21","758"
"Aterciopelados","Complemento","Chloe","Cuevas","49","22","758"
"The Avett Brothers","Laundry Room","Chloe","Cuevas","49","26","758"
"Metallica","Fight Fire With Fire","Chloe","Cuevas","49","27","758"
"Rihanna","Te Amo","Chloe","Cuevas","49","28","758"
"Sepultura","More Of The Same","Chloe","Cuevas","49","29","758"
"Fate","(I Can't Stand) Losing You (2004 Digital Remaster)","Ryan","Smith","26","1","783"
"Stone Temple Pilots","Days Of The Week (Album Version)","Chloe","Cuevas","49","30","758"
"Sean Kingston and Justin Bieber","Eenie Meenie","Ryan","Smith","26","2","783"
"Iron Maiden","Run To The Hills (1998 Digital Remaster)","Chloe","Cuevas","49","31","758"
"Blackalicious","Make You Feel That Way","Chloe","Cuevas","49","32","758"
"Deftones","Head Up (LP Version)","Kinsley","Young","85","2","776"
"Destiny's Child","Say My Name","Chloe","Cuevas","49","33","758"
"Cat Stevens","If You Want To Sing Out_ Sing Out","Chloe","Cuevas","49","34","758"
"The Notorious B.I.G.","Playa Hater (Amended Version)","Kinsley","Young","85","3","776"
"Eminem / Dr. Dre / 50 Cent","Crack A Bottle","Chloe","Cuevas","49","35","758"
"Orchestral Manoeuvres In The Dark","Stay (The Black Rose And The Universal Wheel)","Kinsley","Young","85","4","776"
"Vangelis","Roxane's Veil","Kinsley","Young","85","5","776"
"Spandau Ballet","TRUE","Kinsley","Young","85","6","776"
"The Pussycat Dolls","I'm Done","Kinsley","Young","85","8","776"
"The Hollies","I'm Down","Kinsley","Young","85","9","776"
"Lily Allen","LDN","Kinsley","Young","85","10","776"
"Fall Out Boy","She's My Winona","Kinsley","Young","85","11","776"
"Metallica","The Unforgiven II","Kinsley","Young","85","12","776"
"Journey","Loved By You","Hannah","Calhoun","64","0","410"
"O-Zone","Dragostea din tin (ma-ya-hi)","Kinsley","Young","85","13","776"
"The Spinners","It's A Shame","Chloe","Cuevas","49","37","758"
"Murs","Bad Man!","Kinsley","Young","85","14","776"
"Navajita Platea","Desde Mi Azotea (Version JDK)","Chloe","Cuevas","49","38","758"
"Basshunter","Boten Anna [Radio edit]","Kinsley","Young","85","15","776"
"Melody Gardot","Some Lessons","Chloe","Cuevas","49","39","758"
"Maelo Ruiz","Te Va A Doler","Kinsley","Young","85","16","776"
"Aaliyah","At Your Best You Are Love","Chloe","Cuevas","49","40","758"
"Dwight Yoakam","You're The One","Kinsley","Young","85","17","776"
"Coldplay","Clocks","Chloe","Cuevas","49","41","758"
"Fragma","Everytime You Need Me (Pulsedriver Remix) (Instrumental)","Kinsley","Young","85","18","776"
"Rihanna","Don't Stop The Music","Chloe","Cuevas","49","42","758"
"Temple Of The Dog","Hunger Strike","Kinsley","Young","85","19","776"
"Tears For Fears","Head Over Heels","Chloe","Cuevas","49","43","758"
"Base Ball Bear","Sayonara-Nostalgia","Kinsley","Young","85","20","776"
"Train","Skyscraper","Chloe","Cuevas","49","44","758"
"Rufus Wainwright","Hallelujah","Kinsley","Young","85","21","776"
"Confederate Railroad","Jesus And Mama (LP Version)","Chloe","Cuevas","49","45","758"
"Leona Lewis","Forgive Me","Kinsley","Young","85","22","776"
"Panic At The Disco","Behind The Sea [Live In Chicago]","Chloe","Cuevas","49","46","758"
"Jesse Cook","Byzantium Underground","Kinsley","Young","85","26","776"
"Gorillaz","Feel Good Inc (Album Version)","Chloe","Cuevas","49","47","758"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","Kinsley","Young","85","27","776"
"Paramore","The Only Exception (Album Version)","Chloe","Cuevas","49","48","758"
"Yonder Mountain String Band","Boatman's Dance","Kinsley","Young","85","28","776"
"Nine Inch Nails","Dead Souls (LP Version)","Kinsley","Young","85","29","776"
"Robert Calvert","The Making Of Midgard (2007 Digital Remaster)","Kinsley","Young","85","30","776"
"Abydos","Green's Guidance For A Stategy Adventure Game","Kinsley","Young","85","31","776"
"Karsh Kale","Break of Dawn","Kinsley","Young","85","32","776"
"Machine Head","Halo (Explicit Album Version)","Kinsley","Young","85","33","776"
"Orishas","Quien Te Dijo","Chloe","Cuevas","49","50","758"
"Common / Vinia Mojica / Roy Hargrove / Femi Kuti","Time Traveling (A Tribute To Fela)","Kinsley","Young","85","34","776"
"Ricardo Montaner","Y Como  Es El","Chloe","Cuevas","49","51","758"
"Denise Jannah","'Round Midnight","Kinsley","Young","85","35","776"
"Loudon Wainwright III","I Suppose","Chloe","Cuevas","49","52","758"
"Seeed","Ding (Thing Feat. Saian Supa Crew)","Chloe","Cuevas","49","53","758"
"Yung Berg","Do That There (featuring Dude 'N Nem)","Chloe","Cuevas","49","54","758"
"My Chemical Romance","I'm Not Okay (I Promise) (Live From Sessions@AOL)","Ryan","Smith","26","0","789"
"Country Joe & The Fish","Rockin Round The World","Chloe","Cuevas","49","55","758"
"Linkin Park","What I've Done (Album Version)","Ryan","Smith","26","1","789"
"Emiliana Torrini","Me And Armini","Chloe","Cuevas","49","56","758"
"Viola","Nostalgia Amnesia","Chloe","Cuevas","49","57","758"
"Panic At The Disco","Folkin' Around [Live In Chicago]","Chloe","Cuevas","49","58","758"
"Travis","Good Feeling","Chloe","Cuevas","49","59","758"
"Kings Of Leon","Revelry","Chloe","Cuevas","49","60","758"
"The Darkness","One Way Ticket [Radio Edit]","Chloe","Cuevas","49","61","758"
"Florence + The Machine","You've Got The Love","Chloe","Cuevas","49","62","758"
"Gustavo Cerati","Uno Entre 1000","Adler","Barrera","100","1","248"
"Limp Bizkit","Behind Blue Eyes","Adler","Barrera","100","2","248"
"Mikel Erentxun","Frases Mudas","Samuel","Gonzalez","61","1","252"
"The Gerbils","(iii)","Martin","Johnson","55","0","250"
"AFI","Girl's Not Grey","Martin","Johnson","55","1","250"
"Lhasa De Sela","De cara a la pared","Jordan","Hicks","37","1","240"
"J.J. Cale","Crazy Mama","Jordan","Hicks","37","2","240"
